student_id,student_year,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,arrival_time_min,temperature,humidity,wind_speed,rain,air_quality,rising_time,sleeping_time,mess_duration
128,1,2,1,1,0,1,0,868,26.411606754084136,51.549995721018256,4.18654792056457,0,66.35918817807891,512,1362,19
96,3,0,0,1,0,0,0,596,31.324613191420944,49.50022824753833,3.908224696271512,0,86.42019261484141,471,1260,9
41,2,2,2,1,0,0,0,1282,20.05547590668072,51.85466189537312,0.8399378284743033,0,97.8609088417046,463,1335,28
115,4,2,2,1,0,1,0,1281,20.71730019396207,53.02056732291501,1.9284728729604483,0,82.62249517987208,497,1283,33
67,3,0,1,1,0,0,0,816,27.44923093960041,54.465763478161634,2.631917825995694,0,68.69395753463766,439,1346,23
29,1,0,0,1,0,0,0,596,31.78567824652837,51.046707202331476,3.5951614219066936,0,79.82625020327009,477,1325,5
123,1,0,1,1,0,1,0,809,26.356643349297673,51.65282771006199,4.568356752519476,0,74.86787431091928,393,1326,21
103,3,5,2,0,1,0,0,1196,20.386231208790488,49.23038478644429,1.2254405829974213,0,86.27959203758903,458,1358,29
25,3,2,0,0,0,0,0,485,32.56946267317262,49.621965583955486,4.431002645239803,0,89.77086876958697,382,1285,9
85,2,2,0,1,0,1,0,535,30.972123501050202,48.077197004833884,0.5,0,71.88071837540049,447,1343,12
5,2,4,2,0,0,0,0,1185,17.98770387391077,54.065511007352896,2.0073203028474182,0,92.78650002194335,524,1356,24
33,4,5,2,1,1,0,0,1230,19.733483925246553,53.765146833757946,5.477026479719235,0,57.2094505106898,597,1365,29
28,3,5,0,1,1,0,0,568,30.538715486066437,46.4729378027873,1.1283252270527258,0,103.14601477788625,534,1419,10
146,3,1,2,1,0,0,0,1249,19.934155835392374,52.715611903655294,3.970744045180566,0,81.89142241736043,394,1367,33
100,1,3,2,0,0,0,1,1182,18.06640819807873,51.83168305491936,1.0989265477314973,0,56.84411895962156,398,1353,27
89,2,5,0,1,1,1,0,524,32.70262521952495,48.03757391600836,1.7565074836168915,0,71.59728439704546,485,1326,12
36,2,3,2,0,0,0,0,1186,21.173128527215574,50.93551631344775,7.880977689131409,0,71.15520714969252,431,1311,31
27,3,5,1,0,1,1,0,818,25.56905713362164,46.07290559482598,4.737166310250101,0,91.87494040944404,539,1359,19
74,3,1,2,1,0,1,0,1271,22.056056718707048,52.206871353972645,2.2395852369433054,0,88.38663803921791,501,1346,26
70,3,0,2,1,0,0,0,1277,18.298389942671154,55.0,2.546513636885538,0,79.93155756514555,412,1329,28
112,4,0,2,0,0,0,0,1201,21.53279602867817,46.04336032511215,3.8986399887437115,0,92.65361034170516,418,1288,23
0,2,4,2,1,0,0,0,1243,22.29510054686461,48.92755487050224,1.740417236728836,0,71.00911031833967,368,1410,22
140,4,5,1,1,1,0,1,774,28.066568527028835,50.56744459657284,2.801550834086306,0,97.69160181081931,462,1365,25
85,2,2,1,1,0,1,0,750,28.638557512198055,53.91531006342926,3.479306368303072,0,82.89917092774078,486,1347,18
109,1,0,0,1,0,1,0,481,31.362707352248528,46.81373842394345,2.3609514921533705,0,72.23131616291549,424,1346,21
84,2,5,0,0,1,1,0,487,33.60778000824358,49.518090167644665,1.6971270944284509,0,81.74616470181135,628,1319,13
105,2,2,1,1,0,1,0,766,28.43863722851182,47.43652606609083,0.5029602057074882,1,50.0,391,1317,27
114,3,6,0,0,1,1,0,457,32.53003682047619,43.498596819933404,4.49567283284673,0,76.47021887139122,555,1322,16
91,3,1,0,1,0,0,0,539,31.273551647983957,43.20775525214826,1.2595124620960414,0,109.4637945049235,394,1314,7
47,3,4,0,1,0,0,1,496,31.710332604407302,39.7390702035896,0.7272134067021714,0,100.50311401166786,405,1405,6
17,3,1,0,1,0,0,0,477,32.96810912174846,44.076226786398195,1.3776779945784074,0,83.27334098796645,497,1347,11
108,2,1,1,1,0,0,0,862,23.417357463515884,53.99368978494631,4.06718139779224,0,75.65933079300963,376,1319,21
149,2,4,0,0,0,0,0,511,31.75094399608726,49.01698061539131,3.217806090428187,0,79.86814165544966,486,1393,9
78,2,2,2,0,0,1,0,1287,19.51744973262,54.65714608320293,3.3237909722835077,0,105.6349349478325,456,1313,31
76,3,2,1,1,0,1,0,759,28.087500507274658,46.65034370967352,4.140376641953041,0,87.94706266872925,338,1363,20
93,3,6,2,0,1,1,0,1289,21.114857927651315,51.37494805768731,3.8689551553083303,0,87.45937666746163,561,1335,29
77,1,1,1,1,0,1,0,821,25.81610497050267,43.47757390921511,1.487870533623894,0,95.77389561007499,378,1294,22
52,4,2,1,1,0,1,0,797,28.366471271284134,51.21453038823671,3.123082306729197,0,73.10958650689633,487,1294,16
85,2,1,1,1,0,0,1,780,26.773488074737593,42.523712160135176,3.082733814627918,0,117.58533814462959,432,1260,20
25,3,2,2,0,0,1,0,1175,22.034979176915886,48.809980384188826,0.5,1,84.19952939479731,560,1286,32
110,2,3,2,1,0,0,0,1206,19.211581594701343,54.30861427405731,5.82303674471255,0,100.18130069232467,454,1325,23
45,3,4,0,1,0,1,0,512,32.722681680065875,42.974748493368786,1.9057888465442543,0,100.95746641323217,477,1359,10
34,4,6,2,1,1,1,1,1260,19.868660342975463,55.0,2.610612972954593,0,57.45285570322841,480,1319,32
28,3,6,0,1,1,1,0,530,31.70056214935515,45.84305285365793,1.3402111368874945,0,80.01048676335762,509,1324,14
122,2,2,1,1,0,1,0,765,27.215791009141807,49.21139517850479,2.6175341738687172,0,102.55989482874033,394,1260,19
128,1,4,0,1,0,0,0,573,31.716449059032236,50.30838550910769,0.5,0,80.3835700461415,373,1337,9
66,1,2,0,0,0,1,0,527,30.18100666019771,44.70789801433971,3.3464159345822457,0,69.26036289610691,489,1329,11
147,3,2,1,0,0,0,0,754,28.46094497145261,51.825158388806365,1.99494120966698,0,74.49540201679426,457,1334,18
58,1,5,1,1,1,1,0,758,30.25648382598988,49.38852994024638,2.0657182453480747,0,73.72785448986092,555,1380,25
74,3,5,1,0,1,1,0,766,27.12552321302824,48.7302964124485,0.5,0,66.51800137636303,499,1352,29
52,4,6,1,1,1,1,0,797,26.393400402898944,49.86360009198176,1.8669256014700162,0,57.13977137409455,600,1296,20
38,3,2,2,0,0,1,0,1225,20.643228834997437,47.62084563354275,2.991995293745005,0,70.11846761327965,418,1354,27
103,3,1,0,0,0,0,0,551,33.48517543349518,40.46881149663929,4.716202803924627,0,78.8834985634993,457,1338,5
82,2,6,2,1,1,1,0,1194,21.356901222519905,54.90747727964924,3.2174061221717714,0,74.26275473812862,657,1282,27
6,1,0,1,1,0,0,0,844,25.53382483661687,48.336737034479405,4.329776118853582,0,81.44181165411474,430,1306,16
97,2,2,2,0,0,1,0,1184,22.05701212115513,52.927019255111205,3.2179443596115593,0,105.70360986233308,494,1313,29
12,3,4,0,0,0,0,1,478,31.979889928096163,44.95818968565081,5.114021160278369,0,93.79741265221494,374,1389,5
132,1,0,1,0,0,0,0,817,27.268334463204294,53.70774223058018,3.6901125154494703,0,76.25403075762297,410,1312,18
123,1,5,1,1,1,1,1,844,26.061737769589357,50.94648490722977,3.433752965861727,0,116.82950209866341,513,1364,21
5,2,4,2,1,0,0,1,1282,19.75709636808633,51.501254010827125,1.2396446894818123,0,67.51466640343656,425,1394,26
119,3,4,1,0,0,0,0,854,24.139879121576616,48.28189207700971,2.0930583320974057,0,79.53574028102098,441,1377,19
123,1,6,0,1,1,1,0,486,32.22758912679132,48.470488529143964,1.4087598062488556,0,79.75365655890872,653,1355,12
66,1,1,2,1,0,0,1,1249,21.069610003874494,53.230249769799535,3.6084263897105684,0,90.72510520701711,502,1352,28
6,1,4,0,1,0,1,1,587,32.00658354805647,47.18559201646273,2.771292967342356,0,103.50961799958428,414,1390,5
12,3,5,0,1,1,1,0,537,31.594188126514727,47.27206858741681,4.779581118322932,0,76.45470749113461,508,1396,14
67,3,2,2,1,0,0,0,1204,19.441991981790064,53.910639634298526,5.348286043851511,0,79.01374608390519,431,1268,21
118,4,4,0,1,0,0,0,471,31.81763389595693,47.88370378502278,3.3649614961925485,0,52.29841348292898,502,1362,6
63,2,0,2,1,0,0,0,1241,19.67683569487371,51.21626236360862,5.439779207549523,0,50.0,492,1300,28
16,2,5,0,1,1,1,0,512,30.600333741431136,43.22046874592404,4.731876422789055,0,84.44688400997838,534,1378,12
63,2,1,0,1,0,0,0,482,32.93961964191472,48.568230813056445,2.514965681570687,0,80.71405327721527,398,1301,9
76,3,3,2,0,0,0,0,1283,19.608714735558586,53.75131583594002,3.199171047396233,0,83.15851966442878,516,1346,31
40,1,1,1,1,0,1,1,860,25.591598909729516,52.55463695813174,2.7030703101475044,0,99.75917340096778,458,1372,16
44,2,2,1,0,0,0,1,868,24.78489810551479,48.4185699326356,2.8772239027679127,0,87.58986664939302,412,1260,17
34,4,4,0,1,0,0,0,543,31.682972094722384,48.166883115761074,3.5753160112108824,0,95.47009991396466,521,1380,10
104,4,3,1,1,0,0,0,785,30.37232818062026,42.41497906806392,2.1408473631772114,0,102.14810524588844,421,1361,20
7,4,3,0,1,0,1,0,568,30.85940563536812,46.64418160199278,1.659198525742784,0,77.90741786770144,531,1366,10
144,2,2,2,0,0,1,0,1234,20.34142969729703,50.92618154741581,3.519755822596074,1,56.66152024265156,355,1311,32
93,3,0,1,1,0,0,0,813,25.408722617266196,45.25785218885046,0.5449125130509884,0,98.08537190122146,493,1341,23
133,2,3,2,0,0,0,0,1206,19.84084758157679,52.18682829090236,1.447567703201801,1,81.17952785474137,491,1260,29
37,1,3,0,1,0,0,0,573,31.789316413488315,44.65320118122058,4.60963101811547,0,77.54058680597119,472,1346,7
113,3,1,1,0,0,0,1,821,26.86181024753945,50.923181009181135,3.2115549837338464,0,92.58777301574469,405,1374,15
62,3,0,2,0,0,0,1,1200,20.564402987893267,53.284450395076426,0.5,0,65.99416620889666,481,1337,19
74,3,0,0,0,0,0,0,525,33.260418495731,39.81112410520299,4.607101365560582,0,95.95348579079028,436,1380,5
10,1,2,2,1,0,0,0,1254,20.224922599886362,55.0,2.3186335872701065,0,79.70096907131284,375,1278,32
14,2,2,2,1,0,1,0,1278,22.783903459786202,50.296248595116786,4.8927306194011635,0,62.199543234681,445,1365,23
18,2,1,1,1,0,0,0,778,27.78332440762302,52.78434465522229,4.377474909003469,0,56.442490945652345,378,1301,19
94,3,3,2,0,0,0,0,1211,19.847685802993585,50.10829285203591,2.7744871161286446,0,87.1550557909261,461,1260,34
136,3,1,1,1,0,0,0,821,26.81359130387766,53.622191723249294,1.7140883703874112,0,64.1255059256131,490,1333,21
68,1,6,1,1,1,1,1,771,28.460255688594984,48.401306571639836,2.779496997557267,0,56.94578059960519,605,1328,18
1,4,2,1,1,0,1,0,790,27.601323032624606,47.096893434623404,0.5654311598013817,0,88.45018193757537,404,1302,17
12,3,0,0,1,0,0,0,457,30.745870842743216,48.11970527527176,4.250293442413387,0,62.410951147080254,481,1282,14
97,2,6,1,1,1,1,0,826,27.677501467601545,50.74446822303534,2.509745560406798,0,62.1535768740185,517,1260,23
29,1,4,2,1,0,0,0,1286,21.206810203962455,53.407803036656055,3.873593939976094,0,68.21015809238075,367,1340,29
54,3,5,2,1,1,1,0,1275,17.80338077049436,53.682917749318605,6.287861032116623,0,90.20986909297316,551,1433,29
13,2,0,0,0,0,0,0,469,31.54298918521948,48.86531987590789,3.1803384501513197,0,50.46279071039679,403,1313,9
79,1,5,2,1,1,1,0,1182,19.408983795441948,52.23459419332269,3.084974887345661,1,87.94539131535096,510,1325,23
59,2,6,1,1,1,1,0,841,24.642590351577454,51.01369200787192,2.8813818785904726,0,57.79573852688805,579,1275,18
148,1,0,0,1,0,0,0,546,31.4925779184874,47.235432983905895,3.0045690302301216,0,56.98552060423312,472,1347,15
62,3,4,0,1,0,1,0,541,30.47176836887602,47.039555657757454,3.627309919131804,0,78.47276386955646,402,1373,13
57,2,6,2,1,1,1,0,1222,21.395280141267076,48.82004123023988,2.953591504266564,0,97.94857252496737,538,1315,30
33,4,3,2,1,0,0,0,1198,21.471398789108584,51.13632957399011,1.9963908920101252,0,95.59857031094114,431,1272,25
33,4,2,2,1,0,1,0,1209,20.093272479953676,55.0,2.6565257077646303,0,81.35064256479929,458,1309,22
138,2,3,0,0,0,0,0,454,30.989817095548872,50.77068690558532,3.2826240124461425,0,68.03060783387834,492,1315,8
135,2,0,0,0,0,1,0,517,32.377865971443,52.80607404898175,2.0347226544297854,1,93.91760192121856,530,1363,15
123,1,1,2,0,0,0,0,1205,17.83578260911642,55.0,2.2328241666746536,1,68.5939988850004,541,1318,23
38,3,0,1,0,0,0,0,757,29.26123124434907,48.98687150719547,5.398683502724063,0,77.79501826704391,412,1309,24
91,3,4,2,0,0,1,0,1212,20.029494368208617,53.411751853692586,5.553322416952857,0,51.51235418126799,531,1382,27
38,3,3,0,1,0,0,0,593,31.82447653241512,47.61264939189979,1.71673296303262,0,70.68732171076036,498,1281,8
65,3,0,1,1,0,0,0,807,27.444842026322387,44.42800929039609,1.340537728157487,0,90.83572036741657,527,1308,18
23,2,5,1,1,1,1,0,770,27.3880407942955,45.26363341490123,4.4707274992808586,0,76.16177963494202,553,1363,29
119,3,5,1,0,1,1,0,768,26.86072376066583,46.61504146940016,2.994938313883572,0,96.73853080048042,582,1360,28
18,2,4,1,0,0,0,0,865,26.119898692427082,52.08669800118688,1.6814236722361653,0,71.90098310691724,449,1340,22
